study,size,T,dep_density,budget_tightness,deadline_pressure,t_crqc,risk_form,residual_factor,cluster_frac,delayed_frac,index,instance_seed,n_resamples_infeasible,realized_tightness,n_deps,n_mandated,n_clusters,opt_status,opt_risk,opt_cost,opt_bound,opt_mipgap,opt_walltime,opt_nvars,highest_risk_risk,highest_risk_cost,highest_risk_feasible,highest_risk_ddlviol,highest_risk_gap,risk_per_cost_risk,risk_per_cost_cost,risk_per_cost_feasible,risk_per_cost_ddlviol,risk_per_cost_gap,edf_risk,edf_cost,edf_feasible,edf_ddlviol,edf_gap,spt_risk,spt_cost,spt_feasible,spt_ddlviol,spt_gap,random_risk,random_cost,random_feasible,random_ddlviol,random_gap
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,21,167299,0,0.5789,21,31,2,OPTIMAL,1072,220,1072.0,0.0,1.743,685,2128,220,0,1,,2355,220,0,1,,4078,220,1,0,2.804104,2797,220,0,3,,4312,220,0,1,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,22,175218,0,0.5882,21,31,2,OPTIMAL,657,200,657.0,0.0,0.473,635,1209,200,0,3,,948,200,0,1,,1703,200,1,0,1.592085,1910,200,0,3,,2071,200,0,5,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,23,183137,0,0.5706,7,30,2,OPTIMAL,1587,194,1587.0,0.0,0.104,655,1948,194,0,3,,2045,194,0,3,,3119,194,0,1,,3342,194,0,5,,3026,194,0,2,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,24,191056,0,0.5912,22,32,2,OPTIMAL,783,201,783.0,0.0,1.079,646,1419,201,0,2,,1214,201,0,2,,2580,201,1,0,2.295019,2031,201,0,4,,2251,201,0,5,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,25,198975,0,0.5844,22,30,2,OPTIMAL,866,187,866.0,0.0,1.127,668,1711,187,0,5,,1509,187,0,2,,2894,187,0,1,,2328,187,1,0,1.688222,3956,187,0,2,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,26,206894,0,0.5735,21,31,2,OPTIMAL,943,195,943.0,0.0,0.27,672,1316,195,0,1,,1340,195,0,1,,2591,195,0,2,,2733,195,0,3,,2899,195,0,2,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,27,214813,0,0.575,20,31,2,OPTIMAL,863,184,863.0,0.0,3.393,699,1385,184,0,3,,1210,184,0,2,,2190,184,1,0,1.537659,2722,184,0,2,,2493,184,0,1,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,28,222732,0,0.5944,18,31,2,OPTIMAL,1277,214,1277.0,0.0,3.566,704,2439,214,0,3,,1827,214,0,2,,3538,214,0,1,,2820,214,0,2,,3102,214,0,1,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,29,230651,0,0.5737,11,30,2,OPTIMAL,882,218,882.0,0.0,1.394,698,2057,218,0,1,,1273,218,0,1,,2337,218,0,1,,1914,218,0,1,,2247,218,0,1,
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,0,1000,0,0.76,15,11,2,OPTIMAL,1278,228,1278.0,0.0,0.751,872,1970,228,1,0,0.541471,2006,228,1,0,0.56964,2558,228,1,0,1.001565,3226,228,1,0,1.524257,4418,228,1,0,2.456964
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,1,113648,1,0.7964,15,12,2,OPTIMAL,1332,223,1332.0,0.0,4.337,856,2554,223,1,0,0.917417,1964,223,1,0,0.474474,4363,223,1,0,2.275526,3832,205,0,1,,3651,223,1,0,1.740991
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,2,16838,0,0.775,14,10,2,OPTIMAL,932,217,932.0,0.0,1.828,863,1366,217,1,0,0.465665,1298,217,1,0,0.392704,4902,217,1,0,4.259657,4852,217,1,0,4.206009,3283,217,1,0,2.522532
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,3,24757,0,0.7577,16,10,2,OPTIMAL,2106,197,2106.0,0.0,2.776,865,3031,197,1,0,0.439221,2964,197,1,0,0.407407,4684,197,1,0,1.224122,5328,197,1,0,1.529915,4644,197,1,0,1.205128
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,4,32676,0,0.7533,19,10,2,OPTIMAL,1030,226,1030.0,0.0,5.788,873,1817,226,1,0,0.764078,1870,226,1,0,0.815534,3485,226,1,0,2.383495,3879,226,1,0,2.766019,4073,226,1,0,2.954369
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,5,145324,1,0.7792,22,10,2,OPTIMAL,1852,187,1852.0,0.0,3.611,876,3168,187,1,0,0.710583,3544,187,1,0,0.913607,4485,187,1,0,1.421706,4846,187,1,0,1.616631,4655,187,1,0,1.513499
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,6,48514,0,0.7714,16,10,2,OPTIMAL,2462,216,2462.0,0.0,5.159,876,3804,216,1,0,0.545085,3943,216,1,0,0.601543,5288,216,1,0,1.147847,5753,216,1,0,1.336718,6212,216,1,0,1.523152
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,7,161162,1,0.7417,19,11,2,OPTIMAL,2040,178,2040.0,0.0,3.29,857,4040,178,1,0,0.980392,4061,178,1,0,0.990686,5656,178,1,0,1.772549,5814,178,1,0,1.85,5396,178,1,0,1.645098
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,8,64352,0,0.7929,17,11,2,OPTIMAL,2044,191,2044.0,0.0,2.096,872,3734,191,1,0,0.82681,2846,191,1,0,0.392368,4002,191,1,0,0.957926,4491,191,1,0,1.197162,3962,191,1,0,0.938356
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,9,72271,0,0.7536,15,11,2,OPTIMAL,1407,211,1407.0,0.0,2.172,860,2742,211,1,0,0.948827,2107,211,1,0,0.497512,4787,211,1,0,2.402274,3815,211,1,0,1.711443,4800,211,1,0,2.411514
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,10,184919,1,0.75,19,11,2,OPTIMAL,3157,195,3157.0,0.0,7.857,870,4272,195,1,0,0.353183,3850,195,1,0,0.219512,6043,195,1,0,0.914159,6883,195,1,0,1.180234,6833,195,1,0,1.164397
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,11,192838,1,0.7857,14,11,2,OPTIMAL,2330,220,2330.0,0.0,8.414,874,3517,220,1,0,0.509442,3644,220,1,0,0.563948,5092,220,1,0,1.185408,5737,220,1,0,1.462232,4548,220,1,0,0.951931
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,12,96028,0,0.7615,19,11,2,OPTIMAL,1299,198,1299.0,0.0,5.437,875,1773,198,1,0,0.364896,1900,198,1,0,0.462664,2827,198,1,0,1.176289,3326,198,1,0,1.560431,3349,198,1,0,1.578137
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,13,313405,2,0.7536,18,10,2,OPTIMAL,1686,211,1686.0,0.0,6.394,856,2653,211,1,0,0.573547,2831,211,1,0,0.679122,6236,211,1,0,2.698695,4747,211,1,0,1.81554,5063,211,1,0,2.002966
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,14,111866,0,0.7321,26,10,2,OPTIMAL,1742,205,1742.0,0.0,7.779,869,2524,205,1,0,0.448909,2727,205,1,0,0.565442,3686,205,1,0,1.115959,4393,205,1,0,1.521814,3948,205,1,0,1.266361
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,15,119785,0,0.7462,22,11,2,OPTIMAL,2951,194,2951.0,0.0,25.01,873,4591,194,1,0,0.555744,4152,194,1,0,0.406981,6508,194,1,0,1.205354,6596,194,1,0,1.235175,7288,194,1,0,1.469671
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,16,232433,1,0.7654,22,12,2,OPTIMAL,1845,199,1845.0,0.0,2.306,862,2739,199,1,0,0.484553,2574,199,1,0,0.395122,4848,199,1,0,1.627642,5122,199,1,0,1.776152,5425,199,1,0,1.940379
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,17,240352,1,0.775,15,10,2,OPTIMAL,2049,186,2049.0,0.0,2.379,867,3671,186,1,0,0.791606,3626,186,1,0,0.769644,5093,186,1,0,1.485603,4870,186,1,0,1.376769,6314,186,1,0,2.081503
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,18,143542,0,0.7885,26,11,2,OPTIMAL,1762,205,1762.0,0.0,4.47,845,2457,205,1,0,0.394438,2418,205,1,0,0.372304,4101,205,1,0,1.327469,4372,205,0,1,,4292,205,1,0,1.435868
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,19,256190,1,0.7654,15,10,2,OPTIMAL,1581,185,1581.0,0.0,3.292,862,1920,185,1,0,0.214421,1986,185,1,0,0.256167,3737,185,1,0,1.363694,3792,185,1,0,1.398482,4688,185,1,0,1.965212
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,20,159380,0,0.7923,16,10,2,OPTIMAL,2504,187,2504.0,0.0,3.386,870,3064,187,1,0,0.223642,3184,187,1,0,0.271565,4589,187,1,0,0.832668,6104,187,0,1,,5278,187,1,0,1.107827
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,21,167299,0,0.7857,21,11,2,OPTIMAL,2027,220,2027.0,0.0,6.557,864,3521,220,1,0,0.73705,4308,220,1,0,1.125308,4973,220,1,0,1.453379,5563,220,1,0,1.74445,6398,220,1,0,2.156389
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,22,175218,0,0.7692,21,11,2,OPTIMAL,1141,200,1141.0,0.0,3.292,850,1930,200,1,0,0.691499,1816,200,1,0,0.591586,2798,200,1,0,1.452235,3182,200,1,0,1.788782,3188,200,1,0,1.79404
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,23,183137,0,0.7462,7,10,2,OPTIMAL,2318,194,2318.0,0.0,0.944,875,2887,194,1,0,0.24547,2949,194,1,0,0.272217,4488,194,1,0,0.936152,5061,194,1,0,1.183348,4080,194,1,0,0.760138
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,24,191056,0,0.7731,22,12,2,OPTIMAL,1319,201,1319.0,0.0,6.996,860,2049,201,1,0,0.55345,2109,201,1,0,0.598939,3686,201,1,0,1.794541,4145,190,1,0,2.142532,2994,201,1,0,1.269901
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,25,198975,0,0.7192,22,11,2,OPTIMAL,1317,187,1317.0,0.0,2.693,867,2490,187,1,0,0.890661,2432,187,1,0,0.846621,4816,187,1,0,2.656796,3823,187,1,0,1.902809,4791,187,1,0,2.637813
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,26,206894,0,0.75,21,11,2,OPTIMAL,1557,195,1557.0,0.0,2.028,873,2079,195,1,0,0.33526,2049,195,1,0,0.315992,5293,195,1,0,2.399486,4292,195,1,0,1.756583,4410,195,1,0,1.83237
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,27,214813,0,0.6571,20,11,2,OPTIMAL,1113,184,1113.0,0.0,5.731,868,1989,184,1,0,0.787062,1565,184,1,0,0.40611,2646,184,1,0,1.377358,3100,184,1,0,1.785265,3347,184,1,0,2.007188
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,28,222732,0,0.7643,18,11,2,OPTIMAL,2012,214,2012.0,0.0,1.533,874,3303,214,1,0,0.64165,2998,214,1,0,0.49006,3875,214,1,0,0.925944,4397,214,1,0,1.185388,4899,214,1,0,1.434891
main,45,20,0.1,0.8,0.1,13,step,0.1,0.1,0.15,29,230651,0,0.7786,11,10,2,OPTIMAL,1725,200,1725.0,0.0,3.475,880,3038,200,1,0,0.761159,2600,200,1,0,0.507246,3852,200,1,0,1.233043,3818,200,1,0,1.213333,3593,200,1,0,1.082899
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,0,1000,0,0.76,15,18,2,OPTIMAL,1278,228,1278.0,0.0,1.017,828,1970,228,1,0,0.541471,2006,228,1,0,0.56964,3900,228,1,0,2.051643,3226,228,1,0,1.524257,4418,228,1,0,2.456964
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,1,113648,1,0.7964,15,19,2,OPTIMAL,1332,223,1332.0,0.0,4.987,813,2554,223,1,0,0.917417,1964,223,1,0,0.474474,3631,223,1,0,1.725976,3832,205,0,3,,3651,223,1,0,1.740991
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,2,16838,0,0.775,14,19,2,OPTIMAL,934,217,934.0,0.0,1.629,815,1366,217,0,1,,1298,217,0,1,,4652,217,1,0,3.980728,4852,217,0,3,,3283,217,1,0,2.514989
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,3,24757,0,0.7577,16,20,2,OPTIMAL,2106,197,2106.0,0.0,7.109,809,3031,197,1,0,0.439221,2964,197,1,0,0.407407,3923,197,1,0,0.862773,5328,197,0,3,,4644,197,1,0,1.205128
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,4,32676,0,0.7533,19,19,2,OPTIMAL,1030,226,1030.0,0.0,10.939,839,1817,226,1,0,0.764078,1870,226,1,0,0.815534,2677,226,1,0,1.599029,3879,226,1,0,2.766019,4073,226,1,0,2.954369
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,5,145324,1,0.7792,22,19,2,OPTIMAL,1852,187,1852.0,0.0,9.677,836,3168,187,1,0,0.710583,3544,187,0,1,,4447,187,0,1,,4846,187,0,2,,4655,187,0,1,
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,6,48514,0,0.7714,16,20,2,OPTIMAL,2462,216,2462.0,0.0,12.243,836,3804,216,1,0,0.545085,3943,216,1,0,0.601543,5517,216,1,0,1.240861,5753,216,1,0,1.336718,6212,216,1,0,1.523152
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,7,161162,1,0.7417,19,18,2,OPTIMAL,2040,178,2040.0,0.0,3.775,811,4040,178,1,0,0.980392,4061,178,1,0,0.990686,6184,178,0,1,,5814,178,0,1,,5396,178,0,2,
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,8,169081,1,0.7714,15,18,2,OPTIMAL,1767,216,1767.0,0.0,4.847,836,6633,216,0,1,,6232,216,0,1,,7638,216,0,1,,7462,216,1,0,3.222977,6713,216,1,0,2.799095
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,9,72271,0,0.7536,15,19,2,OPTIMAL,1407,211,1407.0,0.0,4.734,821,2742,211,1,0,0.948827,2107,211,1,0,0.497512,4437,211,1,0,2.153518,3815,211,1,0,1.711443,4800,211,1,0,2.411514
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,10,184919,1,0.75,19,18,2,OPTIMAL,3157,195,3157.0,0.0,26.402,828,4272,195,0,1,,3850,195,0,1,,5797,195,1,0,0.836237,6883,195,1,0,1.180234,6833,195,1,0,1.164397
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,11,192838,1,0.7857,14,19,2,OPTIMAL,2330,220,2330.0,0.0,11.7,829,3517,220,1,0,0.509442,3644,220,1,0,0.563948,4925,220,1,0,1.113734,5737,220,0,1,,4548,220,0,1,
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,12,96028,0,0.7615,19,19,2,OPTIMAL,1299,198,1299.0,0.0,3.187,828,1773,198,1,0,0.364896,1900,198,0,1,,2845,198,1,0,1.190146,3326,198,0,2,,3349,198,1,0,1.578137
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,13,208676,1,0.7714,11,18,2,OPTIMAL,2399,196,2399.0,0.0,4.993,825,3568,196,1,0,0.487286,3801,196,1,0,0.58441,4530,196,1,0,0.888287,4978,196,0,2,,4994,196,1,0,1.081701
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,14,111866,0,0.7321,26,19,2,OPTIMAL,1742,205,1742.0,0.0,8.091,817,2524,205,1,0,0.448909,2727,205,0,2,,3273,205,1,0,0.878875,4393,205,0,2,,3948,205,1,0,1.266361
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,15,119785,0,0.7462,22,18,2,OPTIMAL,2951,194,2951.0,0.0,28.345,836,4591,194,1,0,0.555744,4152,194,1,0,0.406981,6572,194,1,0,1.227042,6596,194,0,1,,7288,194,1,0,1.469671
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,16,232433,1,0.7654,22,19,2,OPTIMAL,1845,199,1845.0,0.0,3.33,834,2739,199,1,0,0.484553,2574,199,1,0,0.395122,4975,199,1,0,1.696477,5122,199,1,0,1.776152,5425,199,1,0,1.940379
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,17,240352,1,0.775,15,20,2,OPTIMAL,2049,186,2049.0,0.0,1.893,836,3671,186,1,0,0.791606,3626,186,1,0,0.769644,4628,186,1,0,1.258663,4870,186,0,1,,6314,186,1,0,2.081503
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,18,143542,0,0.7885,26,19,2,OPTIMAL,1762,205,1762.0,0.0,4.83,800,2457,205,0,1,,2418,205,1,0,0.372304,4218,205,0,1,,4372,205,0,4,,4292,205,0,1,
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,19,360919,2,0.75,24,19,2,OPTIMAL,2761,210,2761.0,0.0,14.093,839,4096,210,1,0,0.48352,3798,210,1,0,0.375589,7461,210,1,0,1.702282,7218,210,1,0,1.61427,6326,210,1,0,1.291199
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,20,264109,1,0.76,18,18,2,OPTIMAL,1698,228,1698.0,0.0,33.429,830,2475,228,1,0,0.457597,2596,228,1,0,0.528857,4687,228,1,0,1.760306,4087,228,0,1,,4517,228,1,0,1.660188
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,21,167299,0,0.7857,21,18,2,OPTIMAL,2027,220,2027.0,0.0,8.596,827,3521,220,0,1,,4308,220,0,1,,6102,220,1,0,2.01036,5563,220,0,3,,6398,220,1,0,2.156389
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,22,175218,0,0.7692,21,19,2,OPTIMAL,1141,200,1141.0,0.0,2.587,791,1930,200,1,0,0.691499,1816,200,1,0,0.591586,3009,200,1,0,1.63716,3182,200,1,0,1.788782,3188,200,1,0,1.79404
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,23,183137,0,0.7462,7,19,2,OPTIMAL,2318,194,2318.0,0.0,0.908,828,2887,194,1,0,0.24547,2949,194,1,0,0.272217,4258,194,1,0,0.836928,5061,194,0,1,,4080,194,1,0,0.760138
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,24,191056,0,0.7731,22,18,2,OPTIMAL,1319,201,1319.0,0.0,4.691,825,2049,201,1,0,0.55345,2109,201,1,0,0.598939,2935,201,1,0,1.225171,4145,190,0,2,,2994,201,1,0,1.269901
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,25,198975,0,0.7192,22,19,2,OPTIMAL,1317,187,1317.0,0.0,2.246,816,2490,187,1,0,0.890661,2432,187,1,0,0.846621,4352,187,1,0,2.30448,3823,187,1,0,1.902809,4791,187,1,0,2.637813
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,26,206894,0,0.75,21,19,2,OPTIMAL,1557,195,1557.0,0.0,2.567,845,2079,195,1,0,0.33526,2049,195,1,0,0.315992,4541,195,1,0,1.916506,4292,195,1,0,1.756583,4410,195,1,0,1.83237
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,27,214813,0,0.6571,20,19,2,OPTIMAL,1113,184,1113.0,0.0,6.572,821,1989,184,1,0,0.787062,1565,184,1,0,0.40611,3402,184,1,0,2.056604,3100,184,1,0,1.785265,3347,184,1,0,2.007188
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,28,222732,0,0.7643,18,19,2,OPTIMAL,2012,214,2012.0,0.0,1.369,836,3303,214,1,0,0.64165,2998,214,1,0,0.49006,4689,214,1,0,1.330517,4397,214,0,2,,4899,214,1,0,1.434891
main,45,20,0.1,0.8,0.4,13,step,0.1,0.1,0.15,29,230651,0,0.7786,11,18,2,OPTIMAL,1725,200,1725.0,0.0,5.328,825,3038,200,1,0,0.761159,2600,200,1,0,0.507246,3740,200,1,0,1.168116,3818,200,1,0,1.213333,3593,200,1,0,1.082899
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,0,1000,0,0.76,15,32,2,OPTIMAL,1304,228,1304.0,0.0,1.212,676,1970,228,0,3,,2006,228,0,5,,3829,228,1,0,1.93635,3226,228,0,5,,4418,228,0,3,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,1,113648,1,0.7964,15,30,2,OPTIMAL,1519,223,1519.0,0.0,5.85,691,2554,223,0,8,,1964,223,0,6,,4617,223,0,4,,3832,205,0,8,,3651,223,0,6,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,2,16838,0,0.775,14,31,2,OPTIMAL,962,217,962.0,0.0,0.703,677,1366,217,0,5,,1298,217,0,4,,5562,217,0,2,,4852,217,0,7,,3283,217,0,5,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,3,24757,0,0.7577,16,31,2,OPTIMAL,2201,197,2201.0,0.0,4.766,696,3031,197,0,3,,2964,197,0,2,,4154,197,0,1,,5328,197,0,5,,4644,197,0,3,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,4,32676,0,0.7533,19,31,2,OPTIMAL,1102,226,1102.0,0.0,11.998,665,1817,226,0,5,,1870,226,0,4,,2914,226,0,1,,3879,226,0,7,,4073,226,0,5,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,5,145324,1,0.7792,22,31,2,OPTIMAL,1935,187,1935.0,0.0,14.021,702,3168,187,0,6,,3544,187,0,6,,3820,187,0,3,,4846,187,0,5,,4655,187,0,4,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,6,48514,0,0.7714,16,31,2,OPTIMAL,2550,216,2550.0,0.0,9.138,627,3804,216,0,8,,3943,216,0,7,,4954,216,1,0,0.942745,5753,216,0,8,,6212,216,0,11,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,7,161162,1,0.7417,19,30,2,OPTIMAL,2071,178,2071.0,0.0,3.895,675,4040,178,0,4,,4061,178,0,3,,4831,178,0,2,,5814,178,0,6,,5396,178,0,5,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,8,169081,1,0.7714,15,31,2,OPTIMAL,1790,216,1790.0,0.0,2.715,713,6633,216,0,6,,6232,216,0,6,,5528,216,0,1,,7462,216,0,8,,6713,216,0,3,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,9,72271,0,0.7536,15,31,2,OPTIMAL,1523,211,1523.0,0.0,6.445,662,2742,211,0,5,,2107,211,0,6,,4195,211,0,2,,3815,211,0,6,,4800,211,0,6,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,10,184919,1,0.75,19,31,2,OPTIMAL,3364,195,3364.0,0.0,10.587,705,4272,195,0,4,,3850,195,0,5,,6663,195,0,4,,6883,195,0,5,,6833,195,0,3,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,11,192838,1,0.7857,14,30,2,OPTIMAL,2704,220,2704.0,0.0,6.505,684,3517,220,0,6,,3644,220,0,7,,5820,220,0,3,,5737,220,0,8,,4548,220,0,6,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,12,96028,0,0.7615,19,31,2,OPTIMAL,1588,198,1588.0,0.0,14.955,638,1773,198,0,9,,1900,198,0,6,,3378,198,0,5,,3326,198,0,8,,3349,198,0,9,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,13,313405,2,0.7536,18,30,2,OPTIMAL,1774,211,1774.0,0.0,8.096,660,2653,211,0,6,,2831,211,0,5,,5957,211,0,3,,4747,211,0,6,,5063,211,0,6,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,14,111866,0,0.7321,26,30,2,OPTIMAL,1861,205,1861.0,0.0,3.422,695,2524,205,0,5,,2727,205,0,4,,3827,205,0,3,,4393,205,0,6,,3948,205,0,5,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,15,119785,0,0.7462,22,31,2,OPTIMAL,3027,194,3027.0,0.0,10.658,717,4591,194,0,3,,4152,194,0,5,,6577,194,0,4,,6596,194,0,4,,7288,194,0,6,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,16,232433,1,0.7654,22,32,2,OPTIMAL,2042,199,2042.0,0.0,2.511,652,2739,199,0,7,,2574,199,0,5,,5372,199,0,3,,5122,199,0,9,,5425,199,0,6,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,17,240352,1,0.775,15,32,2,OPTIMAL,2078,186,2078.0,0.0,0.652,677,3671,186,0,6,,3626,186,0,4,,4508,186,1,0,1.169394,4870,186,0,5,,6314,186,0,6,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,18,143542,0,0.7885,26,32,2,OPTIMAL,1886,205,1886.0,0.0,3.147,686,2457,205,0,3,,2418,205,0,3,,3701,205,0,2,,4372,205,0,5,,4292,205,0,8,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,19,360919,2,0.75,24,31,2,OPTIMAL,2802,210,2802.0,0.0,7.371,687,4096,210,0,6,,3798,210,0,8,,7132,210,0,3,,7218,210,0,4,,6326,210,0,5,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,20,264109,1,0.76,18,31,2,OPTIMAL,1870,228,1870.0,0.0,13.09,662,2475,228,0,7,,2596,228,0,9,,4331,228,0,2,,4087,228,0,9,,4517,228,0,6,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,21,167299,0,0.7857,21,31,2,OPTIMAL,2215,220,2215.0,0.0,13.47,685,3521,220,0,4,,4308,220,0,5,,6230,220,1,0,1.812641,5563,220,0,7,,6398,220,0,3,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,22,175218,0,0.7692,21,31,2,OPTIMAL,1145,200,1145.0,0.0,0.236,635,1930,200,0,5,,1816,200,0,3,,2655,200,0,2,,3182,200,0,6,,3188,200,0,5,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,23,183137,0,0.7462,7,30,2,OPTIMAL,2603,194,2603.0,0.0,0.558,655,2887,194,0,6,,2949,194,0,5,,4274,194,0,1,,5061,194,0,7,,4080,194,0,7,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,24,191056,0,0.7731,22,32,2,OPTIMAL,1371,201,1371.0,0.0,0.588,646,2049,201,0,5,,2109,201,0,6,,4427,201,0,3,,4145,190,0,10,,2994,201,0,4,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,25,198975,0,0.7192,22,30,2,OPTIMAL,1395,187,1395.0,0.0,2.475,668,2490,187,0,4,,2432,187,0,4,,4022,187,0,2,,3823,187,0,2,,4791,187,0,4,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,26,206894,0,0.75,21,31,2,OPTIMAL,1811,195,1811.0,0.0,11.659,672,2079,195,0,8,,2049,195,0,7,,4228,195,0,7,,4292,195,0,10,,4410,195,0,7,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,27,214813,0,0.6571,20,31,2,OPTIMAL,1193,184,1193.0,0.0,2.821,699,1989,184,0,5,,1565,184,0,2,,2797,184,0,2,,3100,184,0,2,,3347,184,0,3,
