study,size,T,dep_density,budget_tightness,deadline_pressure,t_crqc,risk_form,residual_factor,cluster_frac,delayed_frac,index,instance_seed,n_resamples_infeasible,realized_tightness,n_deps,n_mandated,n_clusters,opt_status,opt_risk,opt_cost,opt_bound,opt_mipgap,opt_walltime,opt_nvars,highest_risk_risk,highest_risk_cost,highest_risk_feasible,highest_risk_ddlviol,highest_risk_gap,risk_per_cost_risk,risk_per_cost_cost,risk_per_cost_feasible,risk_per_cost_ddlviol,risk_per_cost_gap,edf_risk,edf_cost,edf_feasible,edf_ddlviol,edf_gap,spt_risk,spt_cost,spt_feasible,spt_ddlviol,spt_gap,random_risk,random_cost,random_feasible,random_ddlviol,random_gap
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,2,16838,0,0.3875,70,31,2,OPTIMAL,1806,217,1806.0,0.0,0.156,601,7631,138,0,14,,7610,138,0,14,,7871,138,0,14,,7733,138,0,14,,7684,138,0,14,
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,3,24757,0,0.394,65,30,2,OPTIMAL,2867,197,2867.0,0.0,0.231,512,3167,197,0,2,,3308,197,0,2,,3429,197,0,1,,4076,197,0,2,,3718,197,0,2,
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,4,137405,1,0.3981,63,31,2,OPTIMAL,809,215,809.0,0.0,0.716,656,1208,215,0,1,,1138,215,0,1,,1489,215,1,0,0.840544,1893,215,0,2,,1900,215,1,0,1.348578
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,5,40595,0,0.4,63,30,2,OPTIMAL,671,216,671.0,0.0,0.492,731,8684,82,0,16,,8644,82,0,16,,8615,82,0,16,,8605,82,0,16,,8745,82,0,16,
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,6,48514,0,0.4,76,30,2,OPTIMAL,2067,216,2067.0,0.0,1.649,638,2516,216,0,1,,2546,216,0,1,,2424,216,0,1,,2469,216,0,2,,2481,216,0,1,
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,7,161162,1,0.387,60,31,2,OPTIMAL,2389,178,2389.0,0.0,0.201,553,2922,178,0,1,,2666,178,0,2,,3278,178,0,2,,2943,178,0,1,,3565,178,0,3,
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,8,64352,0,0.3964,67,31,2,OPTIMAL,655,222,655.0,0.0,0.255,653,3628,177,0,5,,3642,177,0,5,,3624,177,0,5,,3597,177,0,5,,3889,177,0,5,
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,9,72271,0,0.3907,71,31,2,OPTIMAL,824,211,824.0,0.0,0.367,651,1513,211,1,0,0.836165,1507,211,1,0,0.828883,1711,211,1,0,1.076456,1809,211,1,0,1.195388,1638,211,1,0,0.987864
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,10,80190,0,0.3919,69,31,2,OPTIMAL,1093,243,1093.0,0.0,0.979,669,1708,243,1,0,0.562672,1587,243,1,0,0.451967,1887,243,1,0,0.726441,1727,243,1,0,0.580055,1666,243,1,0,0.524245
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,11,88109,0,0.39,68,31,2,OPTIMAL,918,195,918.0,0.0,0.2,628,1243,195,1,0,0.354031,992,195,1,0,0.08061,1144,195,1,0,0.246187,1139,195,1,0,0.240741,1234,195,1,0,0.344227
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,12,96028,0,0.396,64,32,2,OPTIMAL,650,198,650.0,0.0,0.604,681,1516,198,1,0,1.332308,1176,198,1,0,0.809231,1165,198,1,0,0.792308,1345,198,1,0,1.069231,958,198,1,0,0.473846
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,13,103947,0,0.4,67,30,2,OPTIMAL,510,208,510.0,0.0,0.364,691,975,208,1,0,0.911765,974,208,1,0,0.909804,1256,208,1,0,1.462745,1477,208,1,0,1.896078,1171,208,1,0,1.296078
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,14,111866,0,0.3942,72,32,2,OPTIMAL,815,205,815.0,0.0,0.336,661,1685,205,1,0,1.067485,1429,205,1,0,0.753374,1597,205,1,0,0.959509,1188,205,1,0,0.457669,1444,205,1,0,0.771779
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,15,224514,1,0.3865,72,31,2,OPTIMAL,1409,201,1409.0,0.0,0.579,647,4109,161,0,4,,4117,161,0,4,,4209,161,0,4,,4143,161,0,4,,4151,161,0,4,
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,16,127704,0,0.3948,68,30,2,OPTIMAL,1047,229,1047.0,0.0,0.25,637,1305,229,1,0,0.246418,1403,229,1,0,0.340019,1678,229,1,0,0.602674,1641,229,1,0,0.567335,1676,229,0,1,
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,17,135623,0,0.3942,63,31,2,OPTIMAL,1775,205,1775.0,0.0,0.193,585,2082,205,1,0,0.172958,2079,205,1,0,0.171268,2157,205,1,0,0.215211,2321,205,1,0,0.307606,2324,205,1,0,0.309296
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,0,1000,0,0.6,70,10,2,OPTIMAL,2164,228,2164.0,0.0,14.62,841,3378,228,1,0,0.560998,3500,228,1,0,0.617375,3638,228,1,0,0.681146,3612,228,1,0,0.669131,3266,228,1,0,0.509242
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,1,8919,0,0.5676,68,12,2,OPTIMAL,2386,193,2386.0,0.0,1.053,823,12054,52,0,9,,12052,52,0,9,,12057,52,0,9,,12057,52,0,9,,12054,52,0,9,
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,2,121567,1,0.5706,63,10,2,OPTIMAL,1303,194,1303.0,0.0,11.136,860,2152,194,1,0,0.651573,2250,194,1,0,0.726784,1811,194,1,0,0.38987,2142,194,1,0,0.643899,2593,194,1,0,0.990023
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,3,24757,0,0.5794,65,11,2,OPTIMAL,3908,197,3908.0,0.0,3.21,744,4450,197,1,0,0.13869,4671,197,1,0,0.195241,5352,197,1,0,0.369498,5707,197,1,0,0.460338,4922,197,1,0,0.259468
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,4,137405,1,0.5972,63,10,2,OPTIMAL,1422,215,1422.0,0.0,5.767,835,2115,215,1,0,0.487342,2305,215,1,0,0.620956,2800,215,1,0,0.969058,3416,215,1,0,1.40225,3543,215,1,0,1.491561
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,5,250053,2,0.575,62,11,2,OPTIMAL,1063,230,1063.0,0.0,5.193,846,1924,230,1,0,0.809972,1755,230,1,0,0.650988,2541,230,1,0,1.390405,2103,230,1,0,0.978363,2054,230,1,0,0.932267
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,6,48514,0,0.6,76,10,2,OPTIMAL,3323,216,3323.0,0.0,32.334,804,4103,216,1,0,0.234728,4437,216,1,0,0.335239,4284,216,1,0,0.289197,4559,216,1,0,0.371953,4451,216,1,0,0.339452
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,7,161162,1,0.5933,60,10,2,OPTIMAL,3146,178,3146.0,0.0,1.202,745,3911,178,1,0,0.243166,3612,178,1,0,0.148125,4678,178,1,0,0.486968,4193,178,1,0,0.332804,4351,178,1,0,0.383026
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,8,273810,2,0.5912,64,12,2,OPTIMAL,2230,201,2230.0,0.0,3.273,807,3090,201,1,0,0.38565,2867,201,1,0,0.28565,2901,201,1,0,0.300897,3419,201,1,0,0.533184,3675,201,1,0,0.647982
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,9,72271,0,0.5861,71,10,2,OPTIMAL,1621,211,1621.0,0.0,2.079,835,2806,211,1,0,0.73103,3255,211,1,0,1.00802,3390,211,1,0,1.091302,3443,211,1,0,1.123998,3076,211,1,0,0.897594
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,10,80190,0,0.5786,69,11,2,OPTIMAL,1846,243,1846.0,0.0,1.563,830,3121,243,1,0,0.690683,3149,243,1,0,0.70585,3188,243,1,0,0.726977,3384,243,1,0,0.833153,3378,243,1,0,0.829902
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,11,88109,0,0.5735,68,12,2,OPTIMAL,1245,195,1245.0,0.0,1.319,794,1987,195,1,0,0.595984,1712,195,1,0,0.3751,2225,195,1,0,0.787149,2085,195,1,0,0.674699,2177,195,1,0,0.748594
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,12,96028,0,0.5824,64,10,2,OPTIMAL,1275,198,1275.0,0.0,3.983,844,2894,198,1,0,1.269804,2643,198,1,0,1.072941,2417,198,1,0,0.895686,2519,198,1,0,0.975686,2265,198,1,0,0.776471
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,13,103947,0,0.5778,67,10,2,OPTIMAL,1146,208,1146.0,0.0,2.324,863,1990,208,1,0,0.736475,2077,208,1,0,0.812391,2488,208,1,0,1.17103,2870,208,1,0,1.504363,2254,208,1,0,0.966841
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,14,111866,0,0.5694,72,10,2,OPTIMAL,1389,205,1389.0,0.0,2.067,833,2219,205,1,0,0.597552,2368,205,1,0,0.704824,2221,205,1,0,0.598992,2200,205,1,0,0.583873,2911,205,1,0,1.095752
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,15,224514,1,0.5912,72,11,2,FEASIBLE,2421,201,2368.0,0.02189,40.026,832,4978,161,0,2,,4950,161,0,2,,5098,161,0,2,,5317,161,0,2,,4887,161,0,2,
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,16,127704,0,0.5725,68,12,2,OPTIMAL,1469,229,1469.0,0.0,1.427,828,2006,229,1,0,0.365555,2110,229,1,0,0.436351,2892,229,1,0,0.968686,2163,229,1,0,0.47243,3227,229,1,0,1.196732
main,45,20,0.4,0.6,0.1,13,step,0.1,0.1,0.15,17,135623,0,0.5694,63,10,2,OPTIMAL,2496,205,2496.0,0.0,1.225,788,2880,205,1,0,0.153846,3052,205,1,0,0.222756,3793,205,1,0,0.519631,3567,205,1,0,0.429087,2995,205,1,0,0.19992
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,0,1000,0,0.6,70,20,2,OPTIMAL,2164,228,2164.0,0.0,8.146,789,3378,228,1,0,0.560998,3500,228,1,0,0.617375,3975,228,1,0,0.836876,3612,228,1,0,0.669131,3266,228,1,0,0.509242
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,1,8919,0,0.5676,68,18,2,OPTIMAL,2386,193,2386.0,0.0,0.706,783,12054,52,0,12,,12052,52,0,12,,12054,52,0,12,,12057,52,0,12,,12054,52,0,12,
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,2,121567,1,0.5706,63,19,2,OPTIMAL,1303,194,1303.0,0.0,9.285,830,2152,194,1,0,0.651573,2250,194,1,0,0.726784,2352,194,1,0,0.805065,2142,194,1,0,0.643899,2593,194,1,0,0.990023
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,3,24757,0,0.5794,65,19,2,OPTIMAL,3908,197,3908.0,0.0,1.973,713,4450,197,1,0,0.13869,4671,197,1,0,0.195241,5468,197,1,0,0.399181,5707,197,0,1,,4922,197,1,0,0.259468
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,4,137405,1,0.5972,63,19,2,OPTIMAL,1422,215,1422.0,0.0,6.427,785,2115,215,1,0,0.487342,2305,215,1,0,0.620956,3793,215,1,0,1.66737,3416,215,1,0,1.40225,3543,215,1,0,1.491561
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,5,250053,2,0.575,62,19,2,OPTIMAL,1063,230,1063.0,0.0,4.326,811,1924,230,1,0,0.809972,1755,230,1,0,0.650988,1823,230,1,0,0.714958,2103,230,1,0,0.978363,2054,230,1,0,0.932267
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,6,48514,0,0.6,76,18,2,OPTIMAL,3323,216,3323.0,0.0,17.937,773,4103,216,1,0,0.234728,4437,216,1,0,0.335239,4650,216,1,0,0.399338,4559,216,1,0,0.371953,4451,216,1,0,0.339452
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,7,161162,1,0.5933,60,19,2,OPTIMAL,3146,178,3146.0,0.0,0.784,705,3911,178,1,0,0.243166,3612,178,1,0,0.148125,4513,178,1,0,0.43452,4193,178,1,0,0.332804,4351,178,1,0,0.383026
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,8,273810,2,0.5912,64,19,2,OPTIMAL,2230,201,2230.0,0.0,3.396,754,3090,201,1,0,0.38565,2867,201,1,0,0.28565,3308,201,1,0,0.483408,3419,201,1,0,0.533184,3675,201,1,0,0.647982
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,9,72271,0,0.5861,71,20,2,OPTIMAL,1621,211,1621.0,0.0,2.107,780,2806,211,1,0,0.73103,3255,211,1,0,1.00802,3529,211,1,0,1.177051,3443,211,1,0,1.123998,3076,211,1,0,0.897594
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,10,80190,0,0.5786,69,20,2,OPTIMAL,1846,243,1846.0,0.0,2.734,796,3121,243,1,0,0.690683,3149,243,1,0,0.70585,3219,243,1,0,0.74377,3384,243,1,0,0.833153,3378,243,1,0,0.829902
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,11,88109,0,0.5735,68,18,2,OPTIMAL,1245,195,1245.0,0.0,1.571,760,1987,195,1,0,0.595984,1712,195,1,0,0.3751,2300,195,1,0,0.84739,2085,195,1,0,0.674699,2177,195,1,0,0.748594
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,12,96028,0,0.5824,64,20,2,OPTIMAL,1275,198,1275.0,0.0,4.29,810,2894,198,1,0,1.269804,2643,198,1,0,1.072941,2502,198,1,0,0.962353,2519,198,1,0,0.975686,2265,198,1,0,0.776471
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,13,103947,0,0.5778,67,19,2,OPTIMAL,1146,208,1146.0,0.0,2.597,826,1990,208,1,0,0.736475,2077,208,1,0,0.812391,2322,208,1,0,1.026178,2870,208,1,0,1.504363,2254,208,1,0,0.966841
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,14,111866,0,0.5694,72,18,2,OPTIMAL,1389,205,1389.0,0.0,2.15,778,2219,205,1,0,0.597552,2368,205,1,0,0.704824,2426,205,1,0,0.74658,2200,205,1,0,0.583873,2911,205,1,0,1.095752
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,15,224514,1,0.5912,72,20,2,FEASIBLE,2421,201,2367.0,0.0223,40.016,789,4978,161,0,6,,4950,161,0,6,,4949,161,0,6,,5317,161,0,6,,4887,161,0,6,
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,16,127704,0,0.5725,68,19,2,OPTIMAL,1469,229,1469.0,0.0,0.416,775,2006,229,1,0,0.365555,2110,229,1,0,0.436351,2971,229,1,0,1.022464,2163,229,1,0,0.47243,3227,229,1,0,1.196732
main,45,20,0.4,0.6,0.4,13,step,0.1,0.1,0.15,17,135623,0,0.5694,63,19,2,OPTIMAL,2496,205,2496.0,0.0,1.42,743,2880,205,1,0,0.153846,3052,205,1,0,0.222756,3216,205,1,0,0.288462,3567,205,1,0,0.429087,2995,205,1,0,0.19992
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,0,1000,0,0.6,70,30,2,OPTIMAL,2227,228,2227.0,0.0,1.862,640,3378,228,0,7,,3500,228,0,6,,3247,228,0,6,,3612,228,0,6,,3266,228,0,7,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,1,113648,1,0.5868,60,31,2,OPTIMAL,1431,223,1431.0,0.0,0.831,609,8202,99,0,16,,8175,99,0,16,,8176,99,0,16,,8245,99,0,16,,8210,99,0,16,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,2,121567,1,0.5706,63,31,2,OPTIMAL,1303,194,1303.0,0.0,6.089,713,2152,194,0,1,,2250,194,0,1,,1761,194,1,0,0.351497,2142,194,1,0,0.643899,2593,194,1,0,0.990023
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,3,24757,0,0.5794,65,30,2,OPTIMAL,4450,197,4450.0,0.0,0.082,512,4450,197,0,7,,4671,197,0,9,,5308,197,0,7,,5707,197,0,8,,4922,197,0,9,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,4,137405,1,0.5972,63,31,2,OPTIMAL,1606,215,1606.0,0.0,2.063,656,2115,215,0,5,,2305,215,0,5,,2804,215,0,3,,3416,215,0,3,,3543,215,0,3,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,5,250053,2,0.575,62,31,2,OPTIMAL,1069,230,1069.0,0.0,4.357,694,1924,230,0,2,,1755,230,0,1,,2036,230,1,0,0.904584,2103,230,0,3,,2054,230,0,2,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,6,257972,2,0.5824,76,31,2,OPTIMAL,2063,198,2063.0,0.0,0.862,662,2817,198,0,1,,3108,198,0,1,,3316,198,0,1,,3246,198,0,2,,3066,198,0,1,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,7,161162,1,0.5933,60,31,2,OPTIMAL,3366,178,3366.0,0.0,0.4,553,3911,178,0,6,,3612,178,0,5,,4600,178,0,5,,4193,178,0,2,,4351,178,0,6,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,8,273810,2,0.5912,64,31,2,OPTIMAL,2327,201,2327.0,0.0,3.081,650,3090,201,0,2,,2867,201,0,4,,2875,201,0,4,,3419,201,0,3,,3675,201,0,1,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,9,72271,0,0.5861,71,31,2,OPTIMAL,1742,211,1742.0,0.0,1.945,651,2806,211,0,5,,3255,211,0,5,,3190,211,0,4,,3443,211,0,5,,3076,211,0,3,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,10,80190,0,0.5786,69,31,2,OPTIMAL,1846,243,1846.0,0.0,0.867,669,3121,243,0,1,,3149,243,1,0,0.70585,3345,243,0,1,,3384,243,0,2,,3378,243,0,1,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,11,88109,0,0.5735,68,31,2,OPTIMAL,1245,195,1245.0,0.0,0.619,628,1987,195,0,1,,1712,195,0,1,,2144,195,1,0,0.722088,2085,195,0,1,,2177,195,0,1,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,12,96028,0,0.5824,64,32,2,OPTIMAL,1279,198,1279.0,0.0,5.052,681,2894,198,0,2,,2643,198,0,2,,2471,198,0,2,,2519,198,0,3,,2265,198,1,0,0.770915
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,13,103947,0,0.5778,67,30,2,OPTIMAL,1146,208,1146.0,0.0,1.356,691,1990,208,0,3,,2077,208,0,2,,2196,208,0,1,,2870,208,0,3,,2254,208,0,1,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,14,111866,0,0.5694,72,32,2,OPTIMAL,1389,205,1389.0,0.0,1.252,661,2219,205,0,2,,2368,205,0,2,,2434,205,0,1,,2200,205,0,3,,2911,205,0,2,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,15,224514,1,0.5912,72,31,2,OPTIMAL,2467,201,2467.0,0.0,8.603,647,4978,161,0,4,,4950,161,0,5,,5184,161,0,4,,5317,161,0,4,,4887,161,0,4,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,16,127704,0,0.5725,68,30,2,OPTIMAL,1556,229,1556.0,0.0,1.496,637,2006,229,0,3,,2110,229,0,3,,2124,229,0,1,,2163,229,0,3,,3227,229,0,2,
main,45,20,0.4,0.6,0.8,13,step,0.1,0.1,0.15,17,135623,0,0.5694,63,31,2,OPTIMAL,2520,205,2520.0,0.0,0.656,585,2880,205,0,3,,3052,205,0,3,,3288,205,0,2,,3567,205,0,3,,2995,205,0,1,
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,0,1000,0,0.76,70,10,2,OPTIMAL,3352,228,3352.0,0.0,11.649,841,5526,228,1,0,0.648568,5181,228,1,0,0.545644,5536,228,1,0,0.651551,6201,228,1,0,0.84994,5109,228,1,0,0.524165
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,1,427835,4,0.7833,73,11,2,FEASIBLE,2241,235,2177.0,0.02856,40.041,834,3418,235,1,0,,3201,235,1,0,,4333,235,1,0,,5307,224,0,1,,3968,235,1,0,
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,2,121567,1,0.6929,63,10,2,OPTIMAL,1795,194,1795.0,0.0,6.941,860,3172,194,1,0,0.767131,2811,194,1,0,0.566017,2859,194,1,0,0.592758,2942,194,1,0,0.638997,3477,194,1,0,0.937047
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,3,24757,0,0.7577,65,11,2,OPTIMAL,5245,197,5245.0,0.0,3.613,744,5983,197,1,0,0.140705,6544,197,1,0,0.247664,7166,197,1,0,0.366254,7302,197,1,0,0.392183,7713,197,1,0,0.470543
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,4,137405,1,0.7679,63,10,2,OPTIMAL,2417,215,2417.0,0.0,29.729,835,3417,215,1,0,0.413736,3393,215,1,0,0.403806,4921,215,1,0,1.035995,5275,215,1,0,1.182458,5077,215,1,0,1.100538
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,5,250053,2,0.7667,62,11,2,OPTIMAL,1783,230,1783.0,0.0,24.747,846,3079,230,1,0,0.726865,2279,230,1,0,0.278183,3805,230,1,0,1.134044,4463,230,1,0,1.503085,3646,230,1,0,1.044868
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,6,48514,0,0.7714,76,10,2,OPTIMAL,4727,216,4727.0,0.0,23.693,804,6045,216,1,0,0.278824,6425,216,1,0,0.359213,5741,216,1,0,0.214512,6382,216,1,0,0.350116,5857,216,1,0,0.239052
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,7,161162,1,0.7417,60,10,2,OPTIMAL,3777,178,3777.0,0.0,4.968,745,4643,178,1,0,0.229282,4507,178,1,0,0.193275,5596,178,1,0,0.481599,4947,178,1,0,0.30977,5094,178,1,0,0.348689
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,8,273810,2,0.7731,64,12,2,OPTIMAL,3301,201,3301.0,0.0,6.73,807,5817,201,1,0,0.762193,5653,201,1,0,0.712511,4832,201,1,0,0.463799,5795,198,1,0,0.755529,5389,201,1,0,0.632536
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,9,72271,0,0.7536,71,10,2,OPTIMAL,3975,196,3975.0,0.0,21.081,835,5232,196,1,0,0.316226,4929,196,1,0,0.24,5590,196,1,0,0.406289,5937,196,1,0,0.493585,5241,196,1,0,0.318491
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,10,80190,0,0.7594,69,11,2,OPTIMAL,3014,243,3014.0,0.0,24.072,830,5368,243,1,0,0.781022,5661,243,1,0,0.878235,5068,243,1,0,0.681486,5893,243,1,0,0.955209,4935,243,1,0,0.637359
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,11,88109,0,0.6964,68,12,2,OPTIMAL,1665,195,1665.0,0.0,4.815,794,2593,195,1,0,0.557357,2311,195,1,0,0.387988,3115,195,1,0,0.870871,2723,195,1,0,0.635435,2604,195,1,0,0.563964
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,12,96028,0,0.7615,64,10,2,OPTIMAL,2171,198,2171.0,0.0,4.596,844,4168,198,1,0,0.919853,4556,198,1,0,1.098572,4395,198,1,0,1.024413,4818,198,1,0,1.219254,3537,198,1,0,0.629203
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,13,103947,0,0.8,67,10,2,OPTIMAL,2848,193,2848.0,0.0,7.412,863,4024,193,1,0,0.412921,4276,193,1,0,0.501404,4963,193,1,0,0.742626,6223,193,1,0,1.185042,4768,193,1,0,0.674157
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,14,111866,0,0.7321,72,10,2,OPTIMAL,2159,205,2159.0,0.0,10.171,833,3344,205,1,0,0.548865,3261,205,1,0,0.510421,3347,205,1,0,0.550255,3352,205,1,0,0.552571,3465,205,1,0,0.60491
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,15,433972,3,0.75,60,11,2,OPTIMAL,1464,210,1464.0,0.0,6.421,859,2063,210,1,0,0.409153,2569,210,1,0,0.754781,2915,210,1,0,0.99112,4374,210,0,1,,3278,210,1,0,1.239071
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,16,127704,0,0.7633,68,12,2,OPTIMAL,2292,229,2292.0,0.0,3.626,828,3561,229,1,0,0.553665,3826,229,1,0,0.669284,4694,229,1,0,1.047993,4268,229,1,0,0.862129,4579,229,1,0,0.997818
main,45,20,0.4,0.8,0.1,13,step,0.1,0.1,0.15,17,135623,0,0.7885,63,10,2,OPTIMAL,3747,205,3747.0,0.0,1.986,788,4747,205,1,0,0.26688,4756,205,1,0,0.269282,6192,205,1,0,0.652522,6096,205,1,0,0.626902,5245,205,1,0,0.399786
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,0,1000,0,0.76,70,20,2,OPTIMAL,3352,228,3352.0,0.0,17.569,789,5526,228,0,1,,5181,228,0,2,,5246,228,1,0,0.565036,6201,228,0,3,,5109,228,1,0,0.524165
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,1,427835,4,0.7833,73,20,2,FEASIBLE,2245,235,2150.0,0.04232,40.026,796,3418,235,0,1,,3201,235,0,1,,4116,235,1,0,,5307,224,0,2,,3968,235,0,1,
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,2,121567,1,0.6929,63,19,2,OPTIMAL,1795,194,1795.0,0.0,6.592,830,3172,194,1,0,0.767131,2811,194,1,0,0.566017,3429,194,1,0,0.910306,2942,194,1,0,0.638997,3477,194,1,0,0.937047
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,3,24757,0,0.7577,65,19,2,OPTIMAL,5264,197,5264.0,0.0,3.503,713,5983,197,0,1,,6544,197,0,1,,7451,197,0,2,,7302,197,0,2,,7713,197,0,1,
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,4,137405,1,0.7679,63,19,2,FEASIBLE,2419,215,2362.0,0.02356,40.017,785,3417,215,0,1,,3393,215,0,1,,5472,215,1,0,,5275,215,1,0,,5077,215,0,1,
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,5,250053,2,0.7667,62,19,2,OPTIMAL,1783,230,1783.0,0.0,13.18,811,3079,230,1,0,0.726865,2279,230,1,0,0.278183,3535,230,0,1,,4463,230,0,1,,3646,230,1,0,1.044868
main,45,20,0.4,0.8,0.4,13,step,0.1,0.1,0.15,6,48514,0,0.7714,76,18,2,OPTIMAL,4727,216,4727.0,0.0,25.466,773,6045,216,1,0,0.278824,6425,216,1,0,0.359213,6459,216,1,0,0.366406,6382,216,0,2,,5857,216,0,1,
